390,47.58,47.58,47.58,0,7.8,15.6,31.2,7.07,0.73,6.58,1.22,5.7,2.1,5.49,2.31
392,47.82,47.82,47.82,0,7.84,15.68,31.36,7.11,0.73,6.62,1.22,5.74,2.1,5.53,2.31
394,48.06,48.06,48.06,0,7.88,15.76,31.52,7.15,0.73,6.66,1.22,5.78,2.1,5.57,2.31
396,48.31,48.31,48.31,0,7.92,15.84,31.68,7.19,0.73,6.7,1.22,5.82,2.1,5.61,2.31
398,48.55,48.55,48.55,0,7.96,15.92,31.84,7.23,0.73,6.74,1.22,5.86,2.1,5.65,2.31
400,48.8,48.8,48.8,0,8,16,32,7.16,0.84,6.6,1.4,5.6,2.4,5.36,2.64
402,49.04,49.04,49.04,0,8.04,16.08,32.16,7.2,0.84,6.64,1.4,5.64,2.4,5.4,2.64
404,49.28,49.28,49.28,0,8.08,16.16,32.32,7.24,0.84,6.68,1.4,5.68,2.4,5.44,2.64
406,49.53,49.53,49.53,0,8.12,16.24,32.48,7.28,0.84,6.72,1.4,5.72,2.4,5.48,2.64
408,49.77,49.77,49.77,0,8.16,16.32,32.64,7.32,0.84,6.76,1.4,5.76,2.4,5.52,2.64
410,50.02,50.02,50.02,0,8.2,16.4,32.8,7.36,0.84,6.8,1.4,5.8,2.4,5.56,2.64
412,50.26,50.26,50.26,0,8.24,16.48,32.96,7.4,0.84,6.84,1.4,5.84,2.4,5.6,2.64
414,50.5,50.5,50.5,0,8.28,16.56,33.12,7.44,0.84,6.88,1.4,5.88,2.4,5.64,2.64
416,50.75,50.75,50.75,0,8.32,16.64,33.28,7.48,0.84,6.92,1.4,5.92,2.4,5.68,2.64
418,50.99,50.99,50.99,0,8.36,16.72,33.44,7.52,0.84,6.96,1.4,5.96,2.4,5.72,2.64
420,51.24,51.24,51.24,0,8.4,16.8,33.6,7.56,0.84,7,1.4,6,2.4,5.76,2.64
422,51.48,51.48,51.48,0,8.44,16.88,33.76,7.6,0.84,7.04,1.4,6.04,2.4,5.8,2.64
424,51.72,51.72,51.72,0,8.48,16.96,33.92,7.64,0.84,7.08,1.4,6.08,2.4,5.84,2.64
426,51.97,51.97,51.97,0,8.52,17.04,34.08,7.68,0.84,7.12,1.4,6.12,2.4,5.88,2.64
428,52.21,52.21,52.21,0,8.56,17.12,34.24,7.72,0.84,7.16,1.4,6.16,2.4,5.92,2.64
430,52.46,52.46,52.46,0,8.6,17.2,34.4,7.76,0.84,7.2,1.4,6.2,2.4,5.96,2.64
432,52.7,52.7,52.7,0,8.64,17.28,34.56,7.8,0.84,7.24,1.4,6.24,2.4,6,2.64
434,52.94,52.94,52.94,0,8.68,17.36,34.72,7.84,0.84,7.28,1.4,6.28,2.4,6.04,2.64
436,53.19,53.19,53.19,0,8.72,17.44,34.88,7.88,0.84,7.32,1.4,6.32,2.4,6.08,2.64
438,53.43,53.43,53.43,0,8.76,17.52,35.04,7.92,0.84,7.36,1.4,6.36,2.4,6.12,2.64
440,53.68,53.68,53.68,0,8.8,17.6,35.2,7.96,0.84,7.4,1.4,6.4,2.4,6.16,2.64
442,53.92,53.92,53.92,0,8.84,17.68,35.36,8,0.84,7.44,1.4,6.44,2.4,6.2,2.64
444,54.16,54.16,54.16,0,8.88,17.76,35.52,8.04,0.84,7.48,1.4,6.48,2.4,6.24,2.64
446,54.41,54.41,54.41,0,8.92,17.84,35.68,8.08,0.84,7.52,1.4,6.52,2.4,6.28,2.64
448,54.65,54.65,54.65,0,8.96,17.92,35.84,8.12,0.84,7.56,1.4,6.56,2.4,6.32,2.64
450,54.9,54.9,54.9,0,9,18,36,8.06,0.94,7.43,1.57,6.3,2.7,6.03,2.97
452,55.14,55.14,55.14,0,9.04,18.08,36.16,8.1,0.94,7.47,1.57,6.34,2.7,6.07,2.97
454,55.38,55.38,55.38,0,9.08,18.16,36.32,8.14,0.94,7.51,1.57,6.38,2.7,6.11,2.97
456,55.63,55.63,55.63,0,9.12,18.24,36.48,8.18,0.94,7.55,1.57,6.42,2.7,6.15,2.97
458,55.87,55.87,55.87,0,9.16,18.32,36.64,8.22,0.94,7.59,1.57,6.46,2.7,6.19,2.97
460,56.12,56.12,56.12,0,9.2,18.4,36.8,8.26,0.94,7.63,1.57,6.5,2.7,6.23,2.97
462,56.36,56.36,56.36,0,9.24,18.48,36.96,8.3,0.94,7.67,1.57,6.54,2.7,6.27,2.97
464,56.6,56.6,56.6,0,9.28,18.56,37.12,8.34,0.94,7.71,1.57,6.58,2.7,6.31,2.97
466,56.85,56.85,56.85,0,9.32,18.64,37.28,8.38,0.94,7.75,1.57,6.62,2.7,6.35,2.97
468,57.09,57.09,57.09,0,9.36,18.72,37.44,8.42,0.94,7.79,1.57,6.66,2.7,6.39,2.97
470,57.34,57.34,57.34,0,9.4,18.8,37.6,8.46,0.94,7.83,1.57,6.7,2.7,6.43,2.97
472,57.58,57.58,57.58,0,9.44,18.88,37.76,8.5,0.94,7.87,1.57,6.74,2.7,6.47,2.97
474,57.82,57.82,57.82,0,9.48,18.96,37.92,8.54,0.94,7.91,1.57,6.78,2.7,6.51,2.97
